"metier","nom","adresse","ville_recherche","comarca","telephone","telephone_intl","note","nb_avis","nb_photos","google_maps","place_id","horaires","meilleur_avis","latitude","longitude","photo_1","photo_2"
"fontanero","SOLAR TECNICA FONTANERIA S.L.","C. Eduardo Chillida, 2, 03193 San Miguel de Salinas, Alicante, España","San Miguel de Salinas","Vega Baja","965 50 56 87","+34 965 50 56 87","3.7","3","1","https://maps.google.com/?cid=14387242304496909738","ChIJ9x2z3oOnYw0Rqr0CKabAqcc","","Pablo Pérez Gómez: Pésimo servicio, una vez hecha y cobrada la instalación de fontanería de mi casa se ha desentendido de instalar grifos, lavabos, sanitarios y duchas. Ahora que estoy haciéndolo con otro fontanero me encuentro los problemas que dejó.","37.9813247","-0.7879626","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN08oE9ehpzLND4CkFDhXSwuGExaf0y5-AsNvypSvMVZs6kXy8HD5WIdd9oLQ886NQjTwx3pYFjgbB2ZNt0Hm2i65lADGkUM1YmfoJo5qItD5K3Xa-p99eJpl9e9tjd_hO7bqlzN_Rf5VR6411n_u7AnvGCs3r09tPKqLFXQ3pRS80KdErPhrzcgSVPtp7xcJlYDbnKJgLtCOsddRkqjx8kN1tnlLmvit3OUXK1_cW98yR-_HeHa6qwukOuASIowV_da7LDvDRfw9_7Bj5oGAAwiZhhB1zX2lroXU_NhThi-RCzBsiBNKUUclN0RGEuaVLQjNha_uAXqCcHBqL2pV51CLW7fG0piYzg-a26wcOWoYPn2C7rWzfOASuceqqeSPweDDHSSoanPUmIA3s14m90TMfDggyr8t7DcLoh9Gyc&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo",""
"fontanero","FERRETERIA FONTANERIA SAN MIGUEL","C. Joaquín Rodrigo, 10, 03193 San Miguel de Salinas, Alicante, España","San Miguel de Salinas","Vega Baja","","","0","0","0","https://maps.google.com/?cid=4697545439306412985","ChIJTXsShYCnYw0RuXMdOrAIMUE","","","37.9763871","-0.7884578","",""
"fontanero","Fontanería ROYPER","C. la Alquibla, 03390 Benejúzar, Alicante, España","Benejúzar","Vega Baja","","","0","0","0","https://maps.google.com/?cid=13328226796752877103","ChIJ6XK6WwCjYw0RLzZM2qdf97g","lunes: 8:00–19:00 | martes: 8:00–19:00 | miércoles: 8:00–19:00 | jueves: 8:00–19:00 | viernes: 8:00–19:00 | sábado: Cerrado | domingo: Cerrado","","38.0781059","-0.8434937000000001","",""
"fontanero","A&S Plumbing and Maintenance","C. Estocolmo, 03170 Cdad. Quesada, Alicante, España","Los Montesinos","Vega Baja","747 46 05 04","+34 747 46 05 04","5","18","5","https://maps.google.com/?cid=5452060833245572993","ChIJG1Ull4ivYw0RgS9sC3GcqUs","lunes: 8:00–18:00 | martes: 8:00–18:00 | miércoles: 8:00–18:00 | jueves: 8:00–18:00 | viernes: 8:00–18:00 | sábado: 8:00–12:00 | domingo: Cerrado","sean mcbriar: Steve de A&S reparó nuestro sistema de calefacción ayer y lo recomiendo muchísimo. Nuestro sistema de calefacción es complejo, pero Steve estaba decidido a resolver todos los problemas que teníamos y está claro que conseguimos al experto que necesitábamos. Tras haber sido decepcionados dos fontaneros, casi habíamos perdido toda esperanza cuando encontré sus datos, y estoy muy contento de haberlo hecho. Y por si fuera poco, es un tipo realmente agradable y perfeccionista que va más allá de su deber, incluso dando consejos y sugerencias para evitar problemas en el futuro. Steve es el profesional perfecto que necesitábamos y lo recomendaré a todos nuestros amigos de la zona. Muchas gracias por toda tu ayuda, Steve.","38.067911","-0.6955815","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2LoU1mS8QiHUTQ0HisAVFreJnzKBRiUKNnN7_f99mhUQRO5BtGHRK0Zz9tvY5ypAx4VlPRTexGpkTJo5_rB5jcoKMdQ3xBLfF43IvmPmItO6gY15oSg4pTD3p7xWog9TTHQLFYrWUq5SEtC9BtOs5AlW-DujOBDyrZ00m5-2b0yxn82i4iEk8B8M37HiZg1kt31cixx-GPUx10Ghwp07qpKmywqXvOxZUquud2Cc4Q-U7WeRLKtkWXVW_6W_JOU3qXgHq9-APncoS_Ywo-eLlNP6LyLjTzk487O-olhtzeuce8tR5YQX0tizkYAfGTT3AfTchFk6lWR-pCZ1kelPjjQ7DuMmeA7EBYeluVyRbW-vdr9XGfNYX3RkgMUaf0Qwp9ru9j5_5BGYbKUbpL5ovc30TLpAPpy6TAAh22fTePdA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2v6_X7YCpnX-hSFyO9FDBKOKwknvjJ2im5vDhoy1hyJlapwOtDr9YCVkiQadWk9RYZxlpgPSntQmqIEVU_cnStLfUxhqXUwhNf1AZV-nVebdLzSzxEs3cnWb4mgxzMu7dWBr0-ITvjf-l-gGSN8396SyoOVaQC7jjRdJUFxa-Qhi4za7Aop4NDWwVswd2gdVw-dfMxO9vXYuCDmsRXgFy8FEkbI2UwDvTvbcyQlsJVXsLhV7qQMQDHsz4oVcA2A9AFRLR2lWiMqy3lUnZDLJp8fQSv85zGE6VwdgN6Go9E1w&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fontanero","Bradley Construction Water Leak Detection","C. Tarragona, 24, 03170 Cdad. Quesada, Alicante, España","Los Montesinos","Vega Baja","680 23 02 98","+34 680 23 02 98","5","132","5","https://maps.google.com/?cid=6750222002398173999","ChIJKQCDTZxeVkARLxv4nyWbrV0","lunes: 8:00–18:00 | martes: 8:00–18:00 | miércoles: 8:00–18:00 | jueves: 8:00–18:00 | viernes: 8:00–18:00 | sábado: Cerrado | domingo: Cerrado","María Ángeles Pérez Sala: El año pasado los tuve en casa para localizar una fuga de agua en la cocina. Solo puedo decir que fue un fantástico servicio, rápido y limpio, y sin destrozos 🙏. Recomiendo 100%","38.0611231","-0.7203298","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3em39yT3Oev7XnTlkSps5UXLcMwC8cGvA9TUkOAwSjxgXE0Ukmx2lTU3FD3R-O5V7LRxzFZkx2t8y4inDqSjSBl9csTLSqbBFcHz7DAHbyGQKZFQSJACK_0b799rCUmzDgbRjbNxD4Gj6htWaxq1rU3QnTI_txmcGRqNDAvvBq4RNWlCUUmyxy1pyPPtHEgZEtrAOty8SFwBaPpXCmJBEvmgCGgjmUaQMBfWvgVffdCIuYllCD9-VnweJfefBSzw_X2rsg8w4d05ZhhAOFQF8pUFCISwGVg7IBbrniUrTzOg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0VBIgPCX7FmO4fwKA9WikoeR9N-iQYNZqNBY42wBqAUVkQrt2cMYUVBi2RxSCDkQ1fYX1w1NN5hfuhlmOC335FWSoI6POxO0SWhx9giAezom9h0zjdpgw-WyARTGbRb4Ymt5HU0uG41DT28fvIzSGy9g_fQaJjfTHtUbTSL4UzkE9apOAONCgzah5aIlDH0tQxIRZHMWF1-YigltmPZsFTuACRQZ7K2k5TwVGu7EkqgJcyaf9ZFqZOKCgzQE5CwHCp8d2L5Jof0iC7rCu3_fPF568t2MORYOVr_sXk-AfNOQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fontanero","ServiExpres","C. Cartagena, 56, 03179 Formentera del Segura, Alicante, España","Formentera del Segura","Vega Baja","622 08 14 86","+34 622 08 14 86","5","6","5","https://maps.google.com/?cid=13513065103627550220","ChIJ7YoD6Bsem0URDH5y0B0NiLs","lunes: 8:00–18:00 | martes: 8:00–18:00 | miércoles: 8:00–18:00 | jueves: 8:00–18:00 | viernes: 8:00–18:00 | sábado: Cerrado | domingo: Cerrado","Reytin Ky: Rápido y buenos precios, tenía una avería en el aseo y la solucionó a la primera, 100x100 recomendable","38.08776760000001","-0.7412728","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0-iSMSakVbxMNywE2UHQLsqs9hdVs3fGyaxw03YaqwbeJ7-BkJdei782AfbirShziZFo4Z1RvM20upPRyY5sgnF79i-fLjRpgb6ztYY7ZTwS2oFbTJXPiLHhE77gmW6rUCHb5qqA00tqdAP2aXoiV1brklipCR5q9fLpAoUltoTjkD08Cvl7BmC8zzJjHif8copTJuZbjGuGSiL8Ci8RSgZ0yCJu3kUH2f_oX4IfmhDz2ifPbvNzMGD8qMZDbkup9wB7REY2GylzCutvrw972aOy5RPkQIpbJCUsrAqtfMUQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3_bae48Gh7E0Hmi9hgI8f5tzn8BtgucCp--_xflg15sn9gzATZIgDVMvdokhHlxbhBPGI57wExUAQfzaf6Y_eVcTS9OHw1zLnqRx8lQ_uRW1_nfUltrzdZSLdg1YR-pXOWffUckSt2KJVKgaaHh8n-F5AMahqGt-ioHcIuTcYXE3ZdNpc6zatXkhFb6mww0IT4t4pzEh2i6ipLZimz2DCF2lJjf46cHjfW8m8PjAGqjhwRLTMza1c5tvYKU0g1vKCE0AX2eLUYajzw-33NQGAXYwguc0TcY0qOpo51VasJIQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fontanero","Fontaneria Eduardo","03179 Formentera del Segura, Alicante, España","Formentera del Segura","Vega Baja","","","0","0","0","https://maps.google.com/?cid=7364468262868039136","ChIJpUGs42OvYw0R4DXjz93YM2Y","","","38.0873906","-0.7492945999999999","",""
"fontanero","Carrillo Construcciones","C. El Molino, 3 Atico, S, 03179 Formentera del Segura, Alicante, España","Formentera del Segura","Vega Baja","747 46 14 74","+34 747 46 14 74","0","0","5","https://maps.google.com/?cid=5916181559203332243","ChIJBQp9_ISvYw0RkwAIZ8h_GlI","lunes: Abierto 24 horas | martes: Abierto 24 horas | miércoles: Abierto 24 horas | jueves: Abierto 24 horas | viernes: Abierto 24 horas | sábado: Abierto 24 horas | domingo: Abierto 24 horas","","38.0842371","-0.7490899","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2wSe0zjGqOaHsrTWcRN2Fk4UiTDKlYhGQVfXDoJJ5-8CRGSg971KwATUhKwP-RvUwaG6wGb5eMmZdlQcRJX0KCN_eADON3ecVeExxmaTDZYpMr3iFESfI4-p-XqCQNTp3lRQg9bJOFICy9kovXPGsGTkYukmyt048trXg1P4_9E2p58ADRi7am7WdS9Yh783BZSFgfBTioA38OL5d5hIQUGntEEpKbfStlYX1DGuixoRrkVDdWSTNkjDci1YkokrBFi1i-aBzIjvA2aslNmzB4LRrLqAJWa7cF5_7-wFOIZw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3s7jh07Jc0jG8BljK_r4Hdxt3HhBCPbVgxiNGpIYNzhdOrsXxYqXZrcIjzBUYqMr7ZVcwoAiCAAImhHWEZyjHqxdZDf3DlrxJHpBQNkOwh8Y54dxlG2N8Ujzo_tuheuzY1ynOtvnAnVR6E3udsFgYKRRbl1H8wAE4R4qeb7Yt_XrSBVciSZ9ZECHcfBiTKEwM0ucssIJMkQ68q2_dr5B8IqA5nPyam3QUzF1sFyokXzniOPvsPwds8IbwdylwZQSD0Zmfgcipz8mmdD8EmqUeZyPnPkP6iGHHi2MSp2gIRJQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fontanero","Asier Garbayo Ares","Marina-Oasis, C. Lope de Vega, 33, 03177 Alicante, España","Formentera del Segura","Vega Baja","966 79 00 38","+34 966 79 00 38","5","1","0","https://maps.google.com/?cid=14628639983991395604","ChIJ4ZnHgQyuYw0RFBXiQI9eA8s","","Martin Harrow:","38.1270555","-0.6821802","",""
"fontanero","LA Building Services - Reformas y pintura - Builder - Painter","C. Antonio Machado, 4, 03179 Formentera del Segura, Alicante, España","Formentera del Segura","Vega Baja","626 86 72 54","+34 626 86 72 54","5","29","5","https://maps.google.com/?cid=16554806763665856335","ChIJyaH8x9NXjo4RT5eJWQp9vuU","lunes: 8:00–18:00 | martes: 8:00–18:00 | miércoles: 8:00–18:00 | jueves: 8:00–18:00 | viernes: 8:00–18:00 | sábado: 8:00–13:00 | domingo: Cerrado","Tatiana: He contactado con ellos a través de un conocido que le hicieron una reforma en casa y quedó muy satisfecho. He cambiado todo mi cuarto de baño, muebles, mampara etc y me han pintado la casa en tiempo record con un precio muy asequible y muy profesionales. Encantada con sus servicios. Lo recomiendo 100x100. Gracias","38.0887184","-0.7249758","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3FhJamWle8hLnpuM98OZoYxEkeyaYj5-usoKwmglTKyjTyb978C5Jay3x4mUdIKeHVF9CCkdjJ5CJ1uyaFevuldtGdRlNOgcvx_acIsB4d0QI0OTmGqQ_PywPHxu7nJ6lG8pPntKZYa6SKoZlCGN96jKpP8hWGrO7-pdB02zxLcbMNAJfK6Gf7DYOyObX4XV2WckCeL6sJmB1I0Lah-a5EcOhZuk91z_CvUBT_64lMNngURWYbYAmiZmcw3KUaNjXTHjRi1bTjn5ZvLZu9po_Scnof2LYR8QIYe47EWPz-OQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2ij5SyYUYXeNRlJ3nwWmf3hsg3J6f3ILZdVb4kqE4o9-ffN0jYP7SNfov-u9x8_X4G4ahJn2eT5XZV2SSxNvHOe9AdS6I0q15WQg8C3p0DXN1inaZLcrGqlWc3A-QHE6y74AOlOxeCyDZvfD_CmjUd8OTuZy4buiqKga4XEtokGyhnFG2FbNloTNbOGY3K768Id6eMi6y-buZiij4AT50ZmoSsEehHuj4Ipi_Tlas-ChzqxVPrFif7ss0nuQxk1TJ90J83lAzaui5eyJ7nmKJ8KFqhwioUs6OB3ygGUe2oqQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fontanero","FONTANERÍA EN GENERAL CORTÉS","C. Siete de Julio, 03315 La Murada, Alicante, España","Benferri","Vega Baja","629 42 83 95","+34 629 42 83 95","0","0","0","https://maps.google.com/?cid=17517763929211363338","ChIJ88E9OyqXYw0RCmDLA3uZG_M","","","38.1698731","-0.9640958000000001","",""
"fontanero","Fontanería Hermanos Calatayud","C. Ruperto Chapi, 27, 03189 Villamartín, Alicante, España","Benferri","Vega Baja","965 30 44 31","+34 965 30 44 31","5","1","0","https://maps.google.com/?cid=13168589606348624847","ChIJYUpUFmIIYw0Rz5NPD3o6wLY","lunes: 9:00–18:00 | martes: 9:00–18:00 | miércoles: 9:00–18:00 | jueves: 9:00–18:00 | viernes: 9:00–18:00 | sábado: Cerrado | domingo: Cerrado","Pauline Taylor: Gran hardware","37.934742","-0.7667916","",""
"fontanero","Fontanería Y Calafaccion Goal S L","Calle, 9, 03159 Daya Nueva, Alicante, España","Daya Nueva","Vega Baja","","","0","0","0","https://maps.google.com/?cid=3107235027287967072","ChIJ-S2zZxevYw0RYIUmY8sdHys","lunes: 9:00–14:00, 16:00–18:00 | martes: 9:00–14:00, 16:00–18:00 | miércoles: 9:00–14:00, 16:00–18:00 | jueves: 9:00–14:00, 16:00–18:00 | viernes: 9:00–14:00, 16:00–18:00 | sábado: Cerrado | domingo: Cerrado","","38.0858791","-0.7252076","",""
"fontanero","Gas Y Fontanería Espadas, S.L.","C. Juan Carlos I, 5, 03369 Rafal, Alicante, España","Rafal","Vega Baja","","","0","0","0","https://maps.google.com/?cid=6864865049879048272","ChIJbYMipqCjYw0RUPAIKWTmRF8","","","38.1021222","-0.8525912999999999","",""
"carpintero","Carpintería Plaza S.L","03113, C. Néstor, 13, 03006 Alacant, Alicante, España","Alicante","Alacantí","696 38 15 85","+34 696 38 15 85","4.8","47","5","https://maps.google.com/?cid=7548622992882460935","ChIJDzoQy0w0Yg0RB-kaIp4Ywmg","lunes: 7:30–15:30 | martes: 7:30–15:30 | miércoles: 7:30–15:30 | jueves: 7:30–15:30 | viernes: 7:30–15:30 | sábado: Cerrado | domingo: Cerrado","Herminia Hernández: Encargué un mueble a medida para el salón y no puedo estar más contenta con el resultado. Destacar el trato personal de Rafa desde el primer momento. Muy profesionales, sin duda repetiría. ! Muy recomendables !","38.35767209999999","-0.5507112","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2Z1fgVSGfUe9CmUWiqLRPZM8ENNM36Sj_fTxmXSdfFAe_LcPjYIOv7VOpetTRt2dohMBl5AEMoevevafId3Ndrr2X__CbCL4k6hkvXhmN8InaUBTEJhbcjj_Islei_EAVP6t3DaApyUyEOvf1ta9a36hbXP8kIAekyALp4cqgYwTmwwKz1GN5L6vmzSCEEs2r7DxsiWuOtj4R3Y3DPxwifsjz-R0xHr4I3rkIYph2bgEQS_3w7JUIGorOfmRubdnfM7aVQOeIb4ukY-HR83i-dbfBanQF4xceh1Gtrzg40AA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN17GBnFbe4bMjybUogNB1d4ZYiLQ74UhRxqnV8ZEgkoIGqnhCjEOuv6Rjprz8JchzjFVt0wKEI9qM4U4rCCGSLKBkE08eRHqg6sRJdAjDVoKl8PGUgrlH-QSvdRnKFpFqD812YwWWbOwf_5rjM40faoTJTD0PXMJ4Po9MLOMYdFqsMRxs1OWxnxUJ0wpFduhvDu1GFxLyBP4_XAXTctuWfqUuEsCZHwjJEZwN1w8iSh73wj0wA-_NGm6E5eqX1wdw03LgXz7Eu3-pCtZkF5Yw9zrnDEMEmu4e1kG9j8QRt-Rg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","CARPINTERIA DE ALUMINIO JOMA","C. Bañeres, 3, 03690 San Vicente del Raspeig, Alicante, España","San Vicente del Raspeig","Alacantí","644 51 47 90","+34 644 51 47 90","5","50","5","https://maps.google.com/?cid=4553086245249196838","ChIJz6n3fPczYg0RJqPLF9HPLz8","lunes: 9:00–15:00 | martes: 9:00–15:00 | miércoles: 9:00–15:00 | jueves: 9:00–14:00 | viernes: 9:00–14:00 | sábado: Cerrado | domingo: Cerrado","Felipe hernandez: Tenía dudas en saber que empresa es coger y de cinco empresas que me hicieron presupuesto. Esta fue la más económica y la verdad no me arrepiento muy buena calidad muy buen trabajo y muy buen servicio. Lo recomiendo 100 × 100 repetiría de nuevo me enviaron seis ventanas con sus persianas Con Motores con wifi , lo recomiendo 100x100","38.40008","-0.5262858","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0GOr41JY4btpeNxn7wEr5ZD_6ueHExkIVK5oj9rxm3loNw9-DLRdjDXa-WwwTm4yoQI2hXtbgWMKE-NGXDQQZMip9wnIQOsW3ABvYyGjT5MGACfPynHnZdUN5Fr7va7PFJVE7OIwIEywvveRkL6MRu691pOS_XNYVpd6oVS_Y1nkT4-bSMqeZej_3vx2SkaL2XbmYz7X4BsWAtI6Ch_MPzJfQ_EHSAgSk1xJ_dQrHai9JkxIhFozaUAZDYmX-4FaE6Y2jWFroM2S4I2mqx9f_DTTxzwvAlAb3WFnT7QnkpnA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2zRcMTugsgZnMnYlN5k6PV22ZPEhz_Xp_fWXAjkSq5gKpUusTmZhUCstGDcOQf2KnMsfL-ZvFXc_9p8ACJrm51i9MkCjU1ZNAiiBss9mXF7zOQdvwDdQnsWPV3oI_6OA_A7s1zuGxYNAKW0PmVBGgqy3HBgt83lTI86pwk6qw_ouWjSPBuQteGY33ogSMQe13pqfPQN6Uqvj3cjeMEA4a-MWw2EK7prPqPevuuoCo5aHYwsMnK6ypZVOLw-zvAGhJ7LkM4nTBI5x1ZHeeaTaaKMpgS_B2a39vc5PsZG-faEA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Cedro & Nogal","C. Decano, 14, 03690 San Vicente del Raspeig, Alicante, España","San Vicente del Raspeig","Alacantí","611 14 73 11","+34 611 14 73 11","5","4","5","https://maps.google.com/?cid=3857733442379834325","ChIJ0YHTWpk3Yg0R1eMxbyBsiTU","lunes: 9:00–17:00 | martes: 9:00–17:00 | miércoles: 9:00–17:00 | jueves: 9:00–17:00 | viernes: 9:00–17:00 | sábado: 9:00–17:00 | domingo: Cerrado","Hernan Marcano:","38.3867186","-0.5086782","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1DjadqQPWzksQsuqzLYdT58wvXslB2q_ztM8z175whLj4K4s6Ev8YeVkxqmveSeXUsBnzMYrsK6R5G4zxphfd9UdbChu1ohA5mLR7D7aExcOgHTlde1iy6_D3-WSPUUmQuBOvppbCzgcvklebRpkBCk9zahbdD14dsnqn3ZMmjBlmbNy4pFxbM05lDLGvu0hpgyuP2hCzkRHbtaFjZZVIboTN0pw8pFVSgfOmlNQimgwysLg5TWR5-1AVJHnElWi-tM6kFWcyyO0OZt39zQGiXuNr550vs-DRrpi7vLScRqw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2rEdx3o0atH0YTgbs-19TZ_0uxmufxXSZwUYmUwMdb8rPGGJWC-TfYPEYYg9JT6Yvnivu6Q-zRXO5LL1NV9pnREckHuS56hY2dsBXxnr8MWxp8JRFg1Wf1r1tFOWWZbE5xZcUzBydvsnaOD4wP8AZahpnlFKcro3Qcp1lw1rAO2a3nT5JxH-TGQ2yBeUDfVVBUOw2nVj7ZdMxPFE3-yumn0k9M4cOiclWvNxo-KVBJDIcLf0MROWCkVC21RPKApn-sc4-3MtJTiHe2vjThC1LFDTYnP_w9pH2NIQ7uIGuXsg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","J. L. Brotons Carpinteria De Aluminio","C. Bretón de los Herreros, 11, 03690 San Vicente del Raspeig, Alicante, España","San Vicente del Raspeig","Alacantí","653 40 75 17","+34 653 40 75 17","4.5","8","5","https://maps.google.com/?cid=7507262073192860817","ChIJp-yQLgA0Yg0RkUxslBQnL2g","lunes: 8:00–15:00 | martes: 8:00–15:00 | miércoles: 8:00–15:00 | jueves: 8:00–15:00 | viernes: 8:00–15:00 | sábado: Cerrado | domingo: Cerrado","Sonia Patiño D.Comercio: Muy amables. Fui con un problema porque tenía que realizar un corte en una ventana q no les había comprado a ellos. Aunque no tenían la misma matriz para cortarme la ventana, el oficial lo intento y me dijo que sentía no poder ayudarme y volvió a empacar bien el resto de perfiles. Amabilidad, sinceridad y rapidez, no me hicieron perder el tiempo pensando q si y luego q no.","38.39404930000001","-0.5271659","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1iAmVHCfu3tDnQWx9C1wh7foLBzHCjMEi_NldQR3Rl70eJn0exBUQb_J6qtO--IPYZKfT7ZpXA4-En4DyZtvC7bf5PrNOL1sgjyzdhfalktqs-uvSGIE0LUmVTlnNvycS2WQDpTJIgwF1_FUeJ-WDEJ-QV5TjbyzqtVdCyMjs3TctESF6_8qUCAd34qdlinsujTGjLWWcdt_O1L9gfSCYfPNx_duXOxtXMYh1XMznxJZyO4PFRtnfbTycjM0cT5gZUu3vKq51A5Vqcrxl0hw_ZSwemVMfxSLHvYdiXn_hGmw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0jUfKzTEKYz3wr5nj29Ycc6wZWvEJ4PhCMOgOMtnlG14be-s-BvUnxTtlPNF9JyS1uuPD4KTR81QcMuyMQvr2Vt0pfO-fgSfJ7nJ2fC79yTTiaqkdg-qgzw2N3tYkNP4jwrhHyKu0NbZ_CIkmxAvzRYk7l6fOo5jOrRomg4FYZw0kncQ5-ks46YVPOTKQOwtJAEEjQPIFiNePdeIdCAzzA9bWoqSKMfWvFu3GcXE0KUZ7szFoiU5oVydXsTd8t0iGBOS7Q-rEvfvMAda5qROOT2NBK7uQcG3oUPc8BxhBrFg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Alujor","Av. Ancha de Castelar, 03690 Sant Vicent del Raspeig, Alicante, España","San Vicente del Raspeig","Alacantí","687 42 17 90","+34 687 42 17 90","5","1","3","https://maps.google.com/?cid=1859417743897545156","ChIJ2w7mDqs2Yg0RxEkSIpb6zRk","lunes: 8:00–20:00 | martes: 8:00–20:00 | miércoles: 8:00–20:00 | jueves: 8:00–20:00 | viernes: 8:00–20:00 | sábado: Cerrado | domingo: Cerrado","Alujor:","38.3974515","-0.5226989","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3HXuL6ud7JTJs14j2rtZ83ILTcqccGuaNBAaR_pkrm6JWS2XqpXIvHvrexwxaXzMkFUpMXDumUh3f9hfrcCTwICpIojTADMiw1ooPuLqO1g2aJjC7_Z7HUMQ9ujPIwax-1ANOVHfVONnCdDSKNzpE-Tnh9B1c1X2OJc7MGnqOo3bc6zz_QkVl0NuarWXk3LwLLqEEi8sbEZyrtTwstfDjF9ZdN0p34YhJUiEc2vp7P4ysI3dcpsYkqaXHmFJyY719hdPQ9sRV-dq6EuRuvejKqY9oikZfyaQi9DPkkn9s-OA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3xz0hExnMAp6js8JY5UEMZYCfsE_sPzo0NFFQPGbe1JOSbQ6-YB7Cg0Ivxzs6qyJdn2aXXcCG4f2hxG0EvACKb0zbxq1cigc15d5hOXwiVqE1v8K9hhq0jvJZW2jcMAUPFFQDVIayyO32Xs4Ji4A8so7N5A5OCbWCiW6msFtK7YW__TOu1HJY7Oftaylww7wju7F6Qg-C9iJVtjt88oESAMtFAC6Yjoi1-atWE4CXDTNx42zwR5abdYc5lISBZKMZ0uqRhIHMrcZu1JgirFsKtxN9gK7zNdD7puiHUNmHNgQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
